"away_score","away_team","club_id","club_name","coach","competition_name","home_score","home_team","match_date","match_result_link","match_time","match_type","play_style","result","season"
1,"MK Dons",3008,"Hull City","Steve Bruce","Championship",1,"Hull City","12-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579083","4:00 PM","37","4-4-2 double 6","1:1 ","2015"
0,"Hull City",3008,"Hull City","Steve Bruce","Championship",1,"Middlesbrough","18-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579089","8:45 PM","38","4-2-3-1","1:0 ","2015"
0,"Bristol City",3008,"Hull City","Steve Bruce","Championship",4,"Hull City","02-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579104","4:00 PM","39","4-2-3-1","4:0 ","2015"
0,"Hull City",3008,"Hull City","Steve Bruce","Championship",4,"Derby","05-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579117","8:45 PM","40","4-2-3-1","4:0 ","2015"
2,"Hull City",3008,"Hull City","Steve Bruce","Championship",2,"Huddersfield","09-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579134","4:00 PM","41","3-5-2","2:2 ","2015"
1,"Wolves",3008,"Hull City","Steve Bruce","Championship",2,"Hull City","15-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579137","8:45 PM","42","4-4-2","2:1 ","2015"
2,"Hull City",3008,"Hull City","Steve Bruce","Championship",1,"Reading","19-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579183","9:00 PM","43","4-4-2 double 6","1:2 ","2015"
2,"Leeds",3008,"Hull City","Steve Bruce","Championship",2,"Hull City","23-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579162","4:00 PM","44","4-4-2 double 6","2:2 ","2015"
0,"Hull City",3008,"Hull City","Steve Bruce","Championship",1,"Bolton","30-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579192","1:30 PM","45","4-2-3-1","1:0 ","2015"
1,"Rotherham",3008,"Hull City","Steve Bruce","Championship",5,"Hull City","07-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2579174","1:30 PM","46","4-2-3-1","5:1 ","2015"
0,"Brighton",3008,"Hull City","Steve Bruce","FA Cup",1,"Hull City","09-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2646172","4:00 PM","Third Round","4-4-2 double 6","1:0 ","2015"
3,"Hull City",3008,"Hull City","Steve Bruce","FA Cup",1,"Bury","30-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2657402","4:00 PM","Fourth Round","4-4-2 double 6","1:3 ","2015"
0,"Hull City",3008,"Hull City","Steve Bruce","FA Cup",0,"Arsenal","20-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2660163","1:45 PM","Fifth Round","5-3-2","0:0 ","2015"
4,"Arsenal",3008,"Hull City","Steve Bruce","FA Cup",0,"Hull City","08-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2666754","8:00 PM","5th round deciders","3-5-2","0:4 ","2015"
6,"Hull City",3008,"Hull City","Steve Bruce","EFL Cup",5,"Accrington","11-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577329","8:45 PM","First Round","4-4-2 double 6","5:6 ","2015"
0,"Rochdale",3008,"Hull City","Steve Bruce","EFL Cup",1,"Hull City","25-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2612544","8:45 PM","Second Round","4-4-2 double 6","1:0 ","2015"
0,"Swansea",3008,"Hull City","Steve Bruce","EFL Cup",1,"Hull City","22-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2617965","8:45 PM","Third Round","4-1-4-1","1:0 ","2015"
5,"Leicester",3008,"Hull City","Steve Bruce","EFL Cup",6,"Hull City","27-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2628870","8:45 PM","Fourth Round","3-5-2","6:5 ","2015"
1,"Hull City",3008,"Hull City","Steve Bruce","EFL Cup",4,"Man City","01-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2636347","8:45 PM","Quarter-Finals","3-5-2 flat","4:1 ","2015"
3,"Hull City",3008,"Hull City","Steve Bruce","Championship Play-Offs",0,"Derby","14-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2690421","1:30 PM","Semi-Finals 1st Leg","4-2-3-1","0:3 ","2015"
2,"Derby",3008,"Hull City","Steve Bruce","Championship Play-Offs",0,"Hull City","17-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2690423","8:45 PM","Semi-Finals 2nd Leg","4-2-3-1","0:2 ","2015"
0,"Sheff Wed",3008,"Hull City","Steve Bruce","Championship Play-Offs",1,"Hull City","28-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2692188","6:00 PM","Final","4-2-3-1","1:0 ","2015"
2,"Southampton",762,"Newcastle","Steve McClaren","Premier League",2,"Newcastle","09-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577859","2:30 PM","1","4-2-3-1","2:2 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",2,"Swansea","15-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577883","4:00 PM","2","4-2-3-1","2:0 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",0,"Man Utd","22-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577899","1:45 PM","3","4-2-3-1","0:0 ","2015"
1,"Arsenal",762,"Newcastle","Steve McClaren","Premier League",0,"Newcastle","29-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577946","1:45 PM","4","4-2-3-1","0:1 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",2,"West Ham","14-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577954","9:00 PM","5","4-2-3-1","2:0 ","2015"
2,"Watford",762,"Newcastle","Steve McClaren","Premier League",1,"Newcastle","19-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577962","4:00 PM","6","4-1-4-1","1:2 ","2015"
2,"Chelsea",762,"Newcastle","Steve McClaren","Premier League",2,"Newcastle","26-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577967","6:30 PM","7","4-4-2","2:2 ","2015"
1,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",6,"Man City","03-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577987","4:00 PM","8","4-2-3-1","6:1 ","2015"
2,"Norwich",762,"Newcastle","Steve McClaren","Premier League",6,"Newcastle","18-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577995","5:00 PM","9","4-4-2","6:2 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",3,"Sunderland","25-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578019","1:00 PM","10","4-4-2","3:0 ","2015"
0,"Stoke City",762,"Newcastle","Steve McClaren","Premier League",0,"Newcastle","31-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578015","4:00 PM","11","4-4-2 double 6","0:0 ","2015"
1,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",0,"Bournemouth","07-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578024","1:45 PM","12","4-4-2 double 6","0:1 ","2015"
3,"Leicester",762,"Newcastle","Steve McClaren","Premier League",0,"Newcastle","21-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578035","4:00 PM","13","4-4-2 double 6","0:3 ","2015"
1,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",5,"Crystal Palace","28-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578043","4:00 PM","14","4-4-2 double 6","5:1 ","2015"
0,"Liverpool",762,"Newcastle","Steve McClaren","Premier League",2,"Newcastle","06-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578056","5:00 PM","15","4-1-4-1","2:0 ","2015"
2,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",1,"Spurs","13-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578074","5:00 PM","16","4-4-2","1:2 ","2015"
1,"Aston Villa",762,"Newcastle","Steve McClaren","Premier League",1,"Newcastle","19-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578079","6:30 PM","17","4-2-3-1","1:1 ","2015"
1,"Everton",762,"Newcastle","Steve McClaren","Premier League",0,"Newcastle","26-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578090","6:30 PM","18","4-2-3-1","0:1 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",1,"West Brom","28-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578240","4:00 PM","19","4-4-2","1:0 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",1,"Arsenal","02-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578266","4:00 PM","20","4-2-3-1","1:0 ","2015"
3,"Man Utd",762,"Newcastle","Steve McClaren","Premier League",3,"Newcastle","12-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578092","8:45 PM","21","4-2-3-1","3:3 ","2015"
1,"West Ham",762,"Newcastle","Steve McClaren","Premier League",2,"Newcastle","16-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578101","4:00 PM","22","4-2-3-1","2:1 ","2015"
1,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",2,"Watford","23-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578113","4:00 PM","23","3-4-2-1","2:1 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",3,"Everton","03-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578125","8:45 PM","24","4-2-3-1","3:0 ","2015"
0,"West Brom",762,"Newcastle","Steve McClaren","Premier League",1,"Newcastle","06-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578145","4:00 PM","25","4-2-3-1","1:0 ","2015"
1,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",5,"Chelsea","13-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578135","6:30 PM","26","4-2-3-1","5:1 ","2015"
1,"Man City",762,"Newcastle","Rafael Benítez","Premier League",1,"Newcastle","19-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578150","8:45 PM","27","4-2-3-1","1:1 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","Premier League",1,"Stoke City","02-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578170","8:45 PM","28","4-2-3-1","1:0 ","2015"
3,"Bournemouth",762,"Newcastle","Steve McClaren","Premier League",1,"Newcastle","05-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578179","4:00 PM","29","4-2-3-1","1:3 ","2015"
0,"Newcastle",762,"Newcastle","Rafael Benítez","Premier League",1,"Leicester","14-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578192","9:00 PM","30","4-2-3-1","1:0 ","2015"
1,"Sunderland",762,"Newcastle","Rafael Benítez","Premier League",1,"Newcastle","20-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578194","2:30 PM","31","4-4-2 double 6","1:1 ","2015"
2,"Newcastle",762,"Newcastle","Rafael Benítez","Premier League",3,"Norwich","02-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578207","4:00 PM","32","4-2-3-1","3:2 ","2015"
1,"Newcastle",762,"Newcastle","Rafael Benítez","Premier League",3,"Southampton","09-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578208","4:00 PM","33","4-2-3-1","3:1 ","2015"
0,"Swansea",762,"Newcastle","Rafael Benítez","Premier League",3,"Newcastle","16-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578244","4:00 PM","34","4-2-3-1","3:0 ","2015"
2,"Newcastle",762,"Newcastle","Rafael Benítez","Premier League",2,"Liverpool","23-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578273","4:00 PM","35","4-2-3-1","2:2 ","2015"
0,"Crystal Palace",762,"Newcastle","Rafael Benítez","Premier League",1,"Newcastle","30-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578265","4:00 PM","36","4-2-3-1","1:0 ","2015"
0,"Newcastle",762,"Newcastle","Rafael Benítez","Premier League",0,"Aston Villa","07-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578261","4:00 PM","37","4-2-3-1","0:0 ","2015"
1,"Spurs",762,"Newcastle","Rafael Benítez","Premier League",5,"Newcastle","15-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578274","4:00 PM","38","4-2-3-1","5:1 ","2015"
0,"Newcastle",762,"Newcastle","Steve McClaren","FA Cup",1,"Watford","09-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2646147","4:00 PM","Third Round","5-3-2","1:0 ","2015"
1,"Northampt. Town",762,"Newcastle","Steve McClaren","EFL Cup",4,"Newcastle","25-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2612554","8:45 PM","Second Round","4-2-3-1","4:1 ","2015"
1,"Sheff Wed",762,"Newcastle","Steve McClaren","EFL Cup",0,"Newcastle","23-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2617974","8:45 PM","Third Round","4-1-4-1","0:1 ","2015"
2,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Everton","08-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577865","4:00 PM","1","4-4-1-1","2:2 ","2015"
0,"West Brom",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Watford","15-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577892","4:00 PM","2","4-4-2 double 6","0:0 ","2015"
0,"Southampton",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Watford","23-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577901","5:00 PM","3","4-4-1-1","0:0 ","2015"
0,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Man City","29-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577940","4:00 PM","4","4-3-1-2","2:0 ","2015"
0,"Swansea",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Watford","12-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577953","4:00 PM","5","4-4-1-1","1:0 ","2015"
2,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Newcastle","19-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577962","4:00 PM","6","4-4-1-1","1:2 ","2015"
1,"Crystal Palace",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Watford","27-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577985","5:00 PM","7","4-4-2 double 6","0:1 ","2015"
1,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Bournemouth","03-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577981","4:00 PM","8","4-4-2","1:1 ","2015"
3,"Arsenal",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Watford","17-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577990","6:30 PM","9","4-4-2 double 6","0:3 ","2015"
2,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Stoke City","24-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577999","4:00 PM","10","4-4-1-1","0:2 ","2015"
0,"West Ham",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Watford","31-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578020","4:00 PM","11","4-4-2 double 6","2:0 ","2015"
1,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Leicester","07-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578022","4:00 PM","12","4-4-2 double 6","2:1 ","2015"
2,"Man Utd",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Watford","21-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578038","1:45 PM","13","4-4-2 double 6","1:2 ","2015"
3,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Aston Villa","28-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578030","4:00 PM","14","4-4-2 double 6","2:3 ","2015"
0,"Norwich",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Watford","05-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578052","4:00 PM","15","4-4-1-1","2:0 ","2015"
1,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Sunderland","12-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578061","4:00 PM","16","4-4-1-1","0:1 ","2015"
0,"Lusitanos",379,"West Ham","Terry Westley","Europa League Qualifying",3,"West Ham","02-07-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2583557","8:45 PM","First Round 1st leg","4-2-3-1","3:0 ","2015"
0,"Liverpool",1010,"Watford","Quique Sánchez Flores","Premier League",3,"Watford","20-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578076","2:30 PM","17","4-4-2 double 6","3:0 ","2015"
2,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Chelsea","26-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578080","4:00 PM","18","4-4-1-1","2:2 ","2015"
2,"Spurs",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Watford","28-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578275","4:00 PM","19","4-4-2 double 6","1:2 ","2015"
2,"Man City",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Watford","02-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578239","6:30 PM","20","4-4-2 double 6","1:2 ","2015"
1,"West Ham",379,"West Ham","Slaven Bilic","Europa League Qualifying",0,"Lusitanos","09-07-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2583600","7:30 PM","First Round 2nd leg","4-4-2 double 6","0:1 ","2015"
0,"Birkirkara FC",379,"West Ham","Slaven Bilic","Europa League Qualifying",1,"West Ham","16-07-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2589823","8:45 PM","Second Round 1st leg","4-4-2 Diamond","1:0 ","2015"
5,"West Ham",379,"West Ham","Slaven Bilic","Europa League Qualifying",4,"Birkirkara FC","23-07-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2591995","8:45 PM","Second Round 2nd leg","4-4-2 double 6","4:5 ","2015"
2,"Astra Giurgiu",379,"West Ham","Slaven Bilic","Europa League Qualifying",2,"West Ham","30-07-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2604357","8:45 PM","3rd round 1st leg","4-3-1-2","2:2 ","2015"
1,"West Ham",379,"West Ham","Julian Dicks","Europa League Qualifying",2,"Astra Giurgiu","06-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2604359","8:00 PM","3rd round 2nd leg","4-4-2","2:1 ","2015"
0,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Southampton","13-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578098","8:45 PM","21","4-4-1-1","2:0 ","2015"
0,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Swansea","18-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578105","9:00 PM","22","4-4-2 double 6","1:0 ","2015"
1,"Newcastle",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Watford","23-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578113","4:00 PM","23","4-3-1-2","2:1 ","2015"
0,"Chelsea",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Watford","03-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578131","8:45 PM","24","4-3-1-2","0:0 ","2015"
2,"West Ham",379,"West Ham","Slaven Bilic","Premier League",0,"Arsenal","09-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577862","2:30 PM","1","4-3-1-2","0:2 ","2015"
2,"Leicester",379,"West Ham","Slaven Bilic","Premier League",1,"West Ham","15-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577891","4:00 PM","2","4-3-1-2","1:2 ","2015"
4,"Bournemouth",379,"West Ham","Slaven Bilic","Premier League",3,"West Ham","22-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577898","4:00 PM","3","4-3-2-1","3:4 ","2015"
3,"West Ham",379,"West Ham","Slaven Bilic","Premier League",0,"Liverpool","29-08-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577947","4:00 PM","4","4-1-4-1","0:3 ","2015"
0,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Spurs","06-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578133","4:00 PM","25","4-2-3-1","1:0 ","2015"
2,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Crystal Palace","13-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578138","4:00 PM","26","4-3-1-2","1:2 ","2015"
0,"Bournemouth",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Watford","27-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578158","4:00 PM","27","4-3-1-2","0:0 ","2015"
0,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Man Utd","02-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578162","9:00 PM","28","4-4-1-1","1:0 ","2015"
0,"Newcastle",379,"West Ham","Slaven Bilic","Premier League",2,"West Ham","14-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577954","9:00 PM","5","4-2-3-1","2:0 ","2015"
2,"West Ham",379,"West Ham","Slaven Bilic","Premier League",1,"Man City","19-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577965","6:30 PM","6","4-2-3-1","1:2 ","2015"
2,"Norwich",379,"West Ham","Slaven Bilic","Premier League",2,"West Ham","26-09-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577988","4:00 PM","7","4-2-3-1","2:2 ","2015"
2,"West Ham",379,"West Ham","Slaven Bilic","Premier League",2,"Sunderland","03-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577978","4:00 PM","8","4-2-3-1","2:2 ","2015"
3,"West Ham",379,"West Ham","Slaven Bilic","Premier League",1,"Crystal Palace","17-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2577992","4:00 PM","9","4-2-3-1","1:3 ","2015"
1,"Leicester",1010,"Watford","Quique Sánchez Flores","Premier League",0,"Watford","05-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578172","6:30 PM","29","4-4-1-1","0:1 ","2015"
1,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",3,"West Ham","20-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578193","8:45 PM","30","4-4-1-1","3:1 ","2015"
2,"Stoke City",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Watford","19-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578201","4:00 PM","31","4-4-2","1:2 ","2015"
0,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",4,"Arsenal","02-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578197","4:00 PM","32","4-4-2 double 6","4:0 ","2015"
1,"Everton",1010,"Watford","Quique Sánchez Flores","Premier League",1,"Watford","09-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578215","4:00 PM","33","4-4-1-1","1:1 ","2015"
1,"Chelsea",379,"West Ham","Slaven Bilic","Premier League",2,"West Ham","24-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578006","4:00 PM","10","4-2-3-1","2:1 ","2015"
0,"West Ham",379,"West Ham","Slaven Bilic","Premier League",2,"Watford","31-10-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578020","4:00 PM","11","4-2-3-1","2:0 ","2015"
1,"Everton",379,"West Ham","Slaven Bilic","Premier League",1,"West Ham","07-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578023","4:00 PM","12","4-2-3-1","1:1 ","2015"
1,"West Ham",379,"West Ham","Slaven Bilic","Premier League",4,"Spurs","22-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578045","5:00 PM","13","4-3-3 Defending","4:1 ","2015"
1,"West Brom",379,"West Ham","Slaven Bilic","Premier League",1,"West Ham","29-11-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578050","3:05 PM","14","4-1-4-1","1:1 ","2015"
1,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",0,"West Brom","16-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578238","4:00 PM","34","4-4-2 double 6","0:1 ","2015"
2,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",4,"Norwich","11-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578246","8:45 PM","35","4-4-2","4:2 ","2015"
2,"Aston Villa",1010,"Watford","Quique Sánchez Flores","Premier League",3,"Watford","30-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578257","4:00 PM","36","4-4-2 double 6","3:2 ","2015"
0,"Watford",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Liverpool","08-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578254","5:00 PM","37","4-4-1-1","2:0 ","2015"
2,"Sunderland",1010,"Watford","Quique Sánchez Flores","Premier League",2,"Watford","15-05-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578270","4:00 PM","38","4-4-1-1","2:2 ","2015"
0,"West Ham",379,"West Ham","Slaven Bilic","Premier League",0,"Man Utd","05-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578047","4:00 PM","15","4-1-4-1","0:0 ","2015"
0,"Stoke City",379,"West Ham","Slaven Bilic","Premier League",0,"West Ham","12-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578066","4:00 PM","16","4-1-4-1","0:0 ","2015"
0,"West Ham",379,"West Ham","Slaven Bilic","Premier League",0,"Swansea","20-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578071","5:00 PM","17","4-1-4-1","0:0 ","2015"
1,"West Ham",379,"West Ham","Slaven Bilic","Premier League",1,"Aston Villa","26-12-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2578081","4:00 PM","18","4-1-4-1","1:1 ","2015"
0,"Newcastle",1010,"Watford","Quique Sánchez Flores","FA Cup",1,"Watford","09-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2646147","4:00 PM","Third Round","4-4-2","1:0 ","2015"
1,"Watford",1010,"Watford","Quique Sánchez Flores","FA Cup",0,"Nottm Forest","30-01-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2657395","4:00 PM","Fourth Round","4-4-1-1","0:1 ","2015"
0,"Leeds",1010,"Watford","Quique Sánchez Flores","FA Cup",1,"Watford","20-02-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2660168","4:00 PM","Fifth Round","4-1-4-1","1:0 ","2015"
2,"Watford",1010,"Watford","Quique Sánchez Flores","FA Cup",1,"Arsenal","13-03-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2672082","2:30 PM","Sixth Round","4-3-1-2","1:2 ","2015"
1,"Watford",1010,"Watford","Quique Sánchez Flores","FA Cup",2,"Crystal Palace","24-04-2016","https://www.transfermarkt.com/spielbericht/index/spielbericht/2681178","5:00 PM","Semi-Finals","4-4-2","2:1 ","2015"
